iter	Logloss
116	0.535222736
117	0.5351623539
118	0.5350643649
119	0.5349824903
120	0.5349074013
121	0.5348545142
122	0.5347890115
123	0.5346913421
124	0.5346409762
125	0.5345699262
126	0.5344867768
127	0.5344363034
128	0.5344055502
129	0.5343311779
130	0.5342538241
131	0.5341792705
132	0.534141113
133	0.5340856483
134	0.5340074172
135	0.5339218803
136	0.5338599344
137	0.533785444
138	0.5337227885
139	0.5336607353
140	0.5335757323
141	0.5335301636
142	0.5334856963
143	0.5334404977
144	0.5334144643
145	0.5333767646
146	0.5333207776
147	0.5332567706
148	0.5332322189
149	0.5331936254
150	0.5331602317
151	0.5331240609
152	0.5330754073
153	0.5330148235
154	0.5329695686
155	0.5329197825
156	0.5328475463
157	0.5327830272
158	0.5327636303
159	0.5327116902
160	0.5326990549
161	0.5326493894
162	0.5326194688
163	0.5325557264
164	0.5325243931
165	0.5324908059
166	0.5324623335
167	0.5324045483
168	0.5323520352
169	0.5323090468
170	0.5322178196
171	0.5321462952
172	0.5321083581
173	0.5320490349
174	0.5319950414
175	0.5319437046
176	0.5318907365
177	0.5318457445
178	0.5317915206
179	0.5317263318
180	0.5316695114
181	0.5316241851
182	0.5315660239
183	0.5315217695
184	0.5314574228
185	0.5314237959
186	0.5313853114
187	0.5313446173
188	0.5313236535
189	0.5312777061
190	0.5312050467
191	0.5311696556
192	0.5310685609
193	0.5310270183
194	0.5309759269
195	0.5309215677
196	0.5308777728
197	0.5308594937
198	0.5308336336
199	0.5307969435
200	0.5307431467
201	0.5306713523
202	0.5306261123
203	0.5305990892
204	0.5305580649
205	0.5305253827
206	0.5305001395
207	0.5304482085
208	0.530371233
209	0.5303221239
210	0.5302982674
211	0.5302415383
212	0.5301885637
213	0.5301373126
214	0.5300964102
215	0.5300648846
216	0.5300300568
217	0.5300037506
218	0.5299795435
219	0.5299312482
220	0.529849158
221	0.5297997414
222	0.5297630973
223	0.5297164713
224	0.5296967349
225	0.5296367154
226	0.5295844254
227	0.5295538463
228	0.5295082626
229	0.5294365688
230	0.5294047697
231	0.5293852668
232	0.5293661443
233	0.5293244003
234	0.5292450612
235	0.5291963457
236	0.5291632709
237	0.5291385958
238	0.5290769456
239	0.5290474031
240	0.5289869878
241	0.5289342415
242	0.5288834895
243	0.5288005351
244	0.5287926979
245	0.5287505615
246	0.5287230773
247	0.5286937725
248	0.5286278812
249	0.5285596489
250	0.5285361293
251	0.5285109906
252	0.5284802592
253	0.5284085961
254	0.5283498659
255	0.5283222979
256	0.5282617048
257	0.5282068247
258	0.5281521793
259	0.5281156644
260	0.5280793428
261	0.5280233514
262	0.5279637021
263	0.5278813876
264	0.5278044627
265	0.527756775
266	0.5276934185
267	0.5276468389
268	0.5275974344
269	0.5275814803
270	0.5275116947
271	0.5274678411
272	0.5274277372
273	0.5273619391
274	0.5273209266
275	0.5272810731
276	0.5272103594
277	0.5271402285
278	0.5270725132
279	0.5270530488
280	0.5270415344
281	0.5269716099
282	0.5269071676
283	0.5268311991
284	0.5268072067
285	0.5267855987
286	0.5267384255
287	0.5266639282
288	0.5266018303
289	0.5266005226
290	0.5265687938
291	0.5265011265
292	0.5264560432
293	0.5263988157
294	0.5263707309
295	0.5263139838
296	0.5262970489
297	0.5262957557
298	0.5262366405
299	0.526185474
300	0.5261358347
301	0.526121002
302	0.5260697826
303	0.5260648058
304	0.5260353261
305	0.525998481
306	0.5259926206
307	0.5259568515
308	0.5259021674
309	0.5258389766
310	0.5258370961
311	0.5257911168
312	0.5257348375
313	0.5256851006
314	0.525643439
315	0.5255781687
316	0.525514972
317	0.5254339897
318	0.5253872475
319	0.5253245463
320	0.5252732057
321	0.5252282858
322	0.5251965298
323	0.5251815517
324	0.5251708316
325	0.5251408909
326	0.5250924113
327	0.5250570649
328	0.5250207535
329	0.5249672038
330	0.5249569721
331	0.5249154602
332	0.5248804994
333	0.5248236032
334	0.5247849202
335	0.524783993
336	0.5247497327
337	0.5247023238
338	0.5246081939
339	0.5245556492
340	0.5245070186
341	0.5244485183
342	0.5244110219
343	0.5243633208
344	0.5243073023
345	0.5242431767
346	0.5241947458
347	0.5241357262
348	0.5240815717
349	0.5240686353
350	0.5240384494
351	0.5239902289
352	0.5239125713
353	0.523886344
354	0.5238855642
355	0.523866133
356	0.5238513223
357	0.5238487573
358	0.5238097548
359	0.523774117
360	0.5237332564
361	0.523700188
362	0.5236545455
363	0.5235871406
364	0.5235478794
365	0.5235372184
366	0.5234851165
367	0.5234395947
368	0.5233663067
369	0.5233236384
370	0.5232722607
371	0.5232381106
372	0.5232182857
373	0.523187038
374	0.5231425321
375	0.5231278161
376	0.5231213358
377	0.5230894281
378	0.5230497274
379	0.5229963852
380	0.5229860992
381	0.5229587193
382	0.5229269674
383	0.5228796727
384	0.5228604392
385	0.5228325416
386	0.5228214665
387	0.5228094857
388	0.5227664292
389	0.5227048635
390	0.5226560308
391	0.5226084727
392	0.5225667377
393	0.5225221126
394	0.5224664555
395	0.5224185974
396	0.5223754279
397	0.5223276676
398	0.5222744688
399	0.5222019883
400	0.5221708362
401	0.5221399957
402	0.5221018693
403	0.5220844475
404	0.5220679816
405	0.5220213645
406	0.5219860076
407	0.521966037
408	0.5219353618
409	0.521898619
410	0.5218482003
411	0.5217790654
412	0.5217350652
413	0.5217020817
414	0.5216689856
415	0.5216396882
416	0.521610173
417	0.5215668349
418	0.5215069303
419	0.5214522872
420	0.5214202048
421	0.5213608256
422	0.5212884903
423	0.5212431719
424	0.5211822454
425	0.5211577366
426	0.521103622
427	0.521057817
428	0.5210235186
429	0.5209978493
430	0.5209748877
431	0.5209453335
432	0.5208711488
433	0.5208645573
434	0.5208166769
435	0.5207542901
436	0.5207038789
437	0.5207001469
438	0.5206554875
439	0.5206035247
440	0.5205747498
441	0.5205573283
442	0.5205076551
443	0.5204515979
444	0.5204318479
445	0.520351819
446	0.5202925821
447	0.5202600345
448	0.5202287618
449	0.5201855967
450	0.5201323249
451	0.5200768298
452	0.5200507525
453	0.5200153104
454	0.5199861182
455	0.5199653319
456	0.5199019974
457	0.5198688273
458	0.5198025687
459	0.5197496042
460	0.5197234669
461	0.5196690459
462	0.5196214986
463	0.5195842789
464	0.5195506723
465	0.5195221229
466	0.5194707478
467	0.519451422
468	0.5194326255
469	0.5193943136
470	0.5193530758
471	0.5193361482
472	0.5192864185
473	0.5192740847
474	0.5192281336
475	0.5192102993
476	0.5191505716
477	0.5191214028
478	0.5190914071
479	0.5190499747
480	0.5190311037
481	0.5190077045
482	0.5189798644
483	0.5189371685
484	0.5188893118
485	0.5188420024
486	0.5188017935
487	0.5187738299
488	0.518735133
489	0.5186976746
490	0.5186521072
491	0.5186073051
492	0.5185611935
493	0.5185069825
494	0.5184862381
495	0.5184455301
496	0.5184256276
497	0.5183954279
498	0.518393252
499	0.518331214
500	0.5182935487
501	0.5182547435
502	0.5182016886
503	0.5181569334
504	0.5181200845
505	0.5180921878
506	0.5180351069
507	0.5180075203
508	0.5179826524
509	0.5179392865
510	0.5179006631
511	0.5178289522
512	0.5177707231
513	0.5177338079
514	0.5176804479
515	0.5176455557
516	0.5175772955
517	0.5175686001
518	0.5175176453
519	0.5174781484
520	0.5174263804
521	0.5173936205
522	0.5173436773
523	0.5173052665
524	0.5172731337
525	0.5172411934
526	0.5171879373
527	0.5171396117
528	0.517101975
529	0.5170879342
530	0.5170568664
531	0.5170081127
532	0.5169146102
533	0.5168651646
534	0.5168049227
535	0.5167725415
536	0.5167252443
537	0.5166953496
538	0.5166898642
539	0.516676275
540	0.5166568333
541	0.5166256511
542	0.5165875215
543	0.5165250409
544	0.5164792361
545	0.5164686987
546	0.5164497007
547	0.5163996682
548	0.5163391894
549	0.516314231
550	0.5163131371
551	0.516268819
552	0.516230818
553	0.5161858145
554	0.5161548196
555	0.5161373055
556	0.5160908103
557	0.5160488305
558	0.5160192192
559	0.5159916294
560	0.5159468928
561	0.5159153648
562	0.5158788096
563	0.5158388442
564	0.5158096175
565	0.5157829297
566	0.515756859
567	0.5157285487
568	0.5156828034
569	0.5156512413
570	0.5156035178
571	0.5155722575
572	0.5155191765
573	0.5154778878
574	0.5154205881
575	0.5153953401
576	0.515346225
577	0.5153450838
578	0.5152861396
579	0.5152257063
580	0.5151447155
581	0.5150884815
582	0.5150527718
583	0.515014403
584	0.5149744611
585	0.5149518977
586	0.5149061884
587	0.514881722
588	0.5148552092
589	0.5148000911
590	0.5147871089
591	0.5147392857
592	0.5147012194
593	0.5146769433
594	0.5146493772
595	0.5145989372
596	0.5145741455
597	0.5145527195
598	0.5145212912
599	0.5144855016
600	0.51448146
601	0.5144318979
602	0.5143961746
603	0.5143708854
604	0.5143216188
605	0.5142849356
606	0.5142281402
607	0.514180883
608	0.5141517682
609	0.5140969968
610	0.5140228941
611	0.5139865237
612	0.51396132
613	0.5139266597
614	0.5138691785
615	0.513817058
616	0.513791109
617	0.5137334051
618	0.5137023727
619	0.5136527448
620	0.5135955542
621	0.5135566889
622	0.5135402801
623	0.5135060078
624	0.5134653642
625	0.5134371449
626	0.5133992732
627	0.5133738172
628	0.513339648
629	0.5133256065
630	0.5132722062
631	0.5132343575
632	0.5131857135
633	0.5131730548
634	0.5131485544
635	0.5131253626
636	0.5130598999
637	0.5130097297
638	0.5129677066
639	0.5129398295
640	0.5128980079
641	0.5128360954
642	0.5127864898
643	0.5127615214
644	0.5126973895
645	0.5126658076
646	0.5126474313
647	0.5125903061
648	0.5125505813
649	0.5125495812
650	0.5124752725
651	0.5124026683
652	0.5123793429
653	0.5123467157
654	0.5123013531
655	0.5122758184
656	0.5122494874
657	0.5122012854
658	0.5121839481
659	0.5121509135
660	0.512101166
661	0.5120756204
662	0.5120353992
663	0.5120175331
664	0.512000635
665	0.5119998072
666	0.5119682733
667	0.5119389719
668	0.5118757239
669	0.511818555
670	0.511808827
671	0.5117788064
672	0.5117436967
673	0.5117328225
674	0.5117158485
675	0.511648526
676	0.51162888
677	0.5116042137
678	0.5115534467
679	0.511524064
680	0.5114926052
681	0.5114499139
682	0.5114202256
683	0.5114133659
684	0.5113983226
685	0.5113747177
686	0.5113366466
687	0.511272089
688	0.5112164864
689	0.5111769011
690	0.5111412757
691	0.5111352418
692	0.5111020821
693	0.5110732272
694	0.5110503604
695	0.5109767903
696	0.5109121114
697	0.5108904881
698	0.5108675296
699	0.5108605159
700	0.5108229638
701	0.5107715973
702	0.510735874
703	0.5106833195
704	0.5106531315
705	0.5106079174
706	0.5105796564
707	0.5105529618
708	0.5105043516
709	0.5105038451
710	0.5104700832
711	0.5104159276
712	0.5103572064
713	0.5103267526
714	0.5102624163
715	0.5102102282
716	0.5101840981
717	0.510176012
718	0.5101643854
719	0.5101340834
720	0.5101138974
721	0.5100663094
722	0.5100262321
723	0.5099954848
724	0.509960403
725	0.5099303928
726	0.5099110947
727	0.5099105644
728	0.5098733008
729	0.5098719898
730	0.5098277064
731	0.5098039786
732	0.509795023
733	0.5097536517
734	0.5097064242
735	0.5096708854
736	0.509658849
737	0.5096336015
738	0.5095855474
739	0.5095689484
740	0.5095404522
741	0.5095063806
742	0.5094801019
743	0.5094573455
744	0.5094280256
745	0.5093924179
746	0.5093823122
747	0.50934191
748	0.5093097332
749	0.5092905273
750	0.5092428895
751	0.5091992536
752	0.5091791668
753	0.5091784338
754	0.5091112592
755	0.509069708
756	0.509012405
757	0.5089636972
758	0.5089196126
759	0.5088573009
760	0.5088193129
761	0.5088027947
762	0.5087916076
763	0.5087580991
764	0.5087038815
765	0.5086853296
766	0.5086727002
767	0.5086449014
768	0.5086207473
769	0.5085673404
770	0.508514968
771	0.508487968
772	0.5084468458
773	0.5084086795
774	0.5083698356
775	0.508362772
776	0.5083209649
777	0.5082862734
778	0.508265175
779	0.5082402486
780	0.5082145479
781	0.5081881158
782	0.5081723981
783	0.5081484545
784	0.5080929346
785	0.5080652768
786	0.5080349109
787	0.5079897391
788	0.5079703354
789	0.5079470466
790	0.5078842205
791	0.5078405244
792	0.5078206056
793	0.507785589
794	0.5077595582
795	0.5077508742
796	0.507726141
797	0.5076756859
798	0.5076369213
799	0.507612014
800	0.5075805353
801	0.5075565416
802	0.5074992842
803	0.5074949198
804	0.5074546966
805	0.5074467416
806	0.5074078035
807	0.5073652046
808	0.5073352277
809	0.5072820975
810	0.5072381592
811	0.5072158853
812	0.5071645387
813	0.5071390925
814	0.5070985905
815	0.5070423599
816	0.507011248
817	0.5069834166
818	0.5069397792
819	0.5069076568
820	0.5068725015
821	0.5068402421
822	0.5068213799
823	0.5067828063
824	0.5067453358
825	0.5067033751
826	0.5066777926
827	0.5066561133
828	0.5066361468
829	0.5066010055
830	0.5065418243
831	0.5065302312
832	0.5065105649
833	0.5064955047
834	0.5064814266
835	0.5064456956
836	0.5064049719
837	0.5063607754
838	0.5063387796
839	0.5062961741
840	0.5062496799
841	0.5062210338
842	0.5061715037
843	0.5061641578
844	0.506139671
845	0.5061204991
846	0.5060683674
847	0.5060402358
848	0.5060191454
849	0.5060116034
850	0.5059928224
851	0.5059454438
852	0.5059360238
853	0.5059062911
854	0.505879327
855	0.5058389663
856	0.5058105763
857	0.505771438
858	0.505753139
859	0.5057324742
860	0.5056889303
861	0.5056695461
862	0.5056300165
863	0.5056061034
864	0.5056002629
865	0.5055920898
866	0.5055763466
867	0.5055168953
868	0.5054984306
869	0.5054450362
870	0.5054002935
871	0.5053597898
872	0.5053395012
873	0.5053186538
874	0.5053020205
875	0.505271873
876	0.5052586673
877	0.5052480459
878	0.5052238567
879	0.5051871921
880	0.5051484186
881	0.505129888
882	0.5050926148
883	0.5050518986
884	0.5050143958
885	0.5049724965
886	0.5049360359
887	0.5049149244
888	0.5048840743
889	0.5048677424
890	0.5048471787
891	0.5048287632
892	0.5047993868
893	0.5047784647
894	0.5047602711
895	0.5047074637
896	0.5046731845
897	0.5046488092
898	0.5046269829
899	0.5046145707
900	0.5045897046
901	0.5045723222
902	0.5045449497
903	0.5045154594
904	0.5044984791
905	0.5044822415
906	0.5044441621
907	0.5043944068
908	0.5043706685
909	0.5043160643
910	0.5043077877
911	0.5043041541
912	0.5042695051
913	0.5042457749
914	0.5042274159
915	0.5041696759
916	0.5041612341
917	0.504130867
918	0.5041000606
919	0.5040607553
920	0.5040318388
921	0.5040177228
922	0.503986043
923	0.503965433
924	0.5039467909
925	0.5039158049
926	0.5039023646
927	0.5038583247
928	0.5038428915
929	0.5038300984
930	0.5037975405
931	0.5037747206
932	0.5037428831
933	0.5037220651
934	0.5036903255
935	0.5036812344
936	0.5036434375
937	0.5035977884
938	0.5035883294
939	0.5035768776
940	0.503521651
941	0.5034800074
942	0.5034564611
943	0.503420165
944	0.5033984042
945	0.5033826379
946	0.5033803153
947	0.5033491763
948	0.5033264847
949	0.5033219157
950	0.5032932452
951	0.503245088
952	0.5032091045
953	0.5031468466
954	0.503106605
955	0.5030783836
956	0.5030263013
957	0.502993172
958	0.5029805036
959	0.5029301889
960	0.5029214512
961	0.5028979802
962	0.5028668001
963	0.5028288081
964	0.5028124406
965	0.5027857686
966	0.5027666275
967	0.5027396247
968	0.5027019995
969	0.5026590811
970	0.5026347891
971	0.5026137245
972	0.5025714381
973	0.5025254068
974	0.5024789329
975	0.5024613791
976	0.5024399669
977	0.5023994544
978	0.5023700857
979	0.502302773
980	0.5022508099
981	0.502227487
982	0.5021994845
983	0.5021856979
984	0.5021787456
985	0.5021203001
986	0.502081846
987	0.5020587899
988	0.5020330805
989	0.5019945372
990	0.5019733301
991	0.5019398956
992	0.5019018856
993	0.5018534404
994	0.5018207522
995	0.5018091268
996	0.5017715568
997	0.5017669952
998	0.5017392606
999	0.5017201772
